"name","first_release","versions","archived","index"
"rrdflibs","2011-03-31 08:56:00",5,TRUE,2959
"bst","2011-03-31 15:18:00",9,TRUE,2960
"plotmo","2011-03-31 15:18:00",27,TRUE,2961
"SixSigma","2011-04-01 06:27:00",14,TRUE,2962
"RXMCDA","2011-04-01 10:18:00",9,TRUE,2963
"PottsUtils","2011-04-01 21:06:00",6,TRUE,2964
"bayesQR","2011-04-01 21:06:00",8,TRUE,2965
"rCUR","2011-04-01 21:07:00",4,TRUE,2966
"polyapost","2011-04-03 05:43:00",6,TRUE,2967
"KsPlot","2011-04-03 07:42:00",4,TRUE,2968
"Rz","2011-04-03 07:42:00",10,TRUE,2969
"IQMNMR","2011-04-04 08:20:00",7,TRUE,2970
"numConversion","2011-04-04 08:20:00",3,TRUE,2971
"PL.popN","2011-04-04 13:15:00",2,TRUE,2972
"MHadaptive","2011-04-04 19:01:00",7,TRUE,2973
"epoc","2011-04-05 14:47:00",13,TRUE,2974
"lassoshooting","2011-04-05 14:47:00",7,TRUE,2975
"spacodiR","2011-04-05 15:44:00",4,TRUE,2976
"triggr","2011-04-05 17:24:00",2,TRUE,2977
"iWebPlots","2011-04-07 10:46:00",2,TRUE,2978
"trapezoid","2011-04-08 12:18:00",6,TRUE,2979
"pressData","2011-04-09 09:29:00",2,TRUE,2980
"press","2011-04-09 21:34:00",2,TRUE,2981
"rsdepth","2011-04-11 06:36:00",4,TRUE,2982
"flux","2011-04-11 18:40:00",9,TRUE,2983
"ICC","2011-04-12 06:22:00",5,TRUE,2984
"kulife","2011-04-12 06:22:00",5,TRUE,2985
"rneos","2011-04-12 09:19:00",5,TRUE,2986
"R2SWF","2011-04-14 07:14:00",17,TRUE,2987
"LeLogicielR","2011-04-15 05:16:00",3,TRUE,2988
"lmmlasso","2011-04-15 10:29:00",1,FALSE,2989
"FRBData","2011-04-23 20:54:00",3,TRUE,2990
"MetaPCA","2011-04-23 20:54:00",3,TRUE,2991
"MetaQC","2011-04-23 20:54:00",11,TRUE,2992
"RTAQ","2011-04-24 06:04:00",2,TRUE,2993
"Rook","2011-04-24 06:04:00",8,TRUE,2994
"concreg","2011-04-24 06:07:00",4,TRUE,2995
"mnspc","2011-04-24 06:56:00",1,TRUE,2996
"pycno","2011-04-24 06:58:00",3,TRUE,2997
"NBPSeq","2011-04-24 08:12:00",4,TRUE,2998
"SPECIES","2011-04-24 20:26:00",1,FALSE,2999
"lcmr","2011-04-26 06:30:00",1,TRUE,3000
"HiDimDA","2011-04-26 15:29:00",7,TRUE,3001
"MAPLES","2011-04-26 17:36:00",1,FALSE,3002
"spikeSlabGAM","2011-04-26 17:37:00",11,TRUE,3003
"websockets","2011-04-26 17:51:00",10,TRUE,3004
"IsotopeR","2011-04-27 09:20:00",16,TRUE,3005
"agridat","2011-04-27 09:21:00",14,TRUE,3006
"enrichvs","2011-04-27 09:21:00",3,TRUE,3007
"MVA","2011-04-27 16:11:00",7,TRUE,3008
"isocir","2011-04-27 16:12:00",6,TRUE,3009
"linkcomm","2011-04-27 17:19:00",12,TRUE,3010
"Cubist","2011-04-27 18:55:00",10,TRUE,3011
"mosaic","2011-04-27 19:05:00",27,TRUE,3012
"Johnson","2011-04-28 08:29:00",5,TRUE,3013
"Peak2Trough","2011-04-28 13:49:00",4,TRUE,3014
"qat","2011-04-28 13:49:00",9,TRUE,3015
"bmem","2011-04-28 15:36:00",7,TRUE,3016
"imputation","2011-04-30 12:41:00",6,TRUE,3017
"phyext","2011-05-02 09:39:00",1,TRUE,3018
"rebmix","2011-05-03 08:40:00",19,TRUE,3019
"PoissonSeq","2011-05-04 07:13:00",4,TRUE,3020
"multiPIM","2011-05-05 08:56:00",7,TRUE,3021
"rrBLUP","2011-05-08 06:23:00",27,TRUE,3022
"fastVAR","2011-05-09 07:56:00",3,TRUE,3023
"gtcorr","2011-05-09 07:56:00",3,TRUE,3024
"seg","2011-05-09 07:56:00",8,TRUE,3025
"mvmeta","2011-05-09 15:30:00",15,TRUE,3026
"msir","2011-05-10 04:00:00",5,TRUE,3027
"SPARQL","2011-05-11 06:25:00",13,TRUE,3028
"geoPlot","2011-05-11 07:19:00",5,TRUE,3029
"rtape","2011-05-11 07:19:00",5,TRUE,3030
"FisherEM","2011-05-11 15:03:00",7,TRUE,3031
"DBGSA","2011-05-12 04:27:00",3,TRUE,3032
"moult","2011-05-12 09:31:00",6,TRUE,3033
"missForest","2011-05-13 14:42:00",6,TRUE,3034
"bsml","2011-05-15 07:29:00",2,TRUE,3035
"tonymisc","2011-05-16 12:26:00",4,TRUE,3036
"SpeciesMix","2011-05-17 04:39:00",4,TRUE,3037
"ahaz","2011-05-17 04:39:00",6,TRUE,3038
"RMark","2011-05-17 04:49:00",22,TRUE,3039
"CommonJavaJars","2011-05-17 10:05:00",6,TRUE,3040
"devEMF","2011-05-17 14:11:00",8,TRUE,3041
"CDVine","2011-05-18 14:47:00",21,TRUE,3042
"somplot","2011-05-19 13:55:00",3,TRUE,3043
"scaleCoef","2011-05-20 12:05:00",1,TRUE,3044
"minPtest","2011-05-20 12:41:00",8,TRUE,3045
"adk","2011-05-21 20:28:00",3,TRUE,3046
"miP","2011-05-22 17:35:00",2,TRUE,3047
"TauP.R","2011-05-23 18:10:00",2,TRUE,3048
"copulaedas","2011-05-24 05:05:00",10,TRUE,3049
"vines","2011-05-24 05:05:00",15,TRUE,3050
"citbcmst","2011-05-24 17:11:00",4,TRUE,3051
"RStackExchange","2011-05-25 06:36:00",2,TRUE,3052
"s3x","2011-05-25 06:52:00",4,TRUE,3053
"SYNCSA","2011-05-25 13:35:00",7,TRUE,3054
"DARTData","2011-05-25 18:10:00",1,TRUE,3055
"DART","2011-05-26 05:32:00",2,TRUE,3056
"eyetracking","2011-05-26 05:32:00",2,TRUE,3057
"mRm","2011-05-26 05:32:00",7,TRUE,3058
"irlba","2011-05-27 06:03:00",7,TRUE,3059
"functional","2011-05-28 15:25:00",4,TRUE,3060
"RnavGraph","2011-05-29 07:54:00",10,TRUE,3061
"RnavGraphImageData","2011-05-29 07:54:00",3,TRUE,3062
"GANPA","2011-05-29 18:47:00",1,FALSE,3063
"graphite","2011-05-30 14:03:00",2,TRUE,3064
"reshapeGUI","2011-05-31 06:27:00",1,FALSE,3065
"treecm","2011-05-31 08:37:00",6,TRUE,3066
"SVGMapping","2011-06-01 08:13:00",6,TRUE,3067
"BiomarkeR","2011-06-01 16:15:00",4,TRUE,3068
"clusterPower","2011-06-02 05:34:00",6,TRUE,3069
"iRegression","2011-06-02 05:34:00",4,TRUE,3070
"Vdgraph","2011-06-03 06:06:00",5,TRUE,3071
"caper","2011-06-03 06:06:00",4,TRUE,3072
"ResourceSelection","2011-06-04 07:23:00",13,TRUE,3073
"truncSP","2011-06-04 07:25:00",5,TRUE,3074
"FLLat","2011-06-05 05:57:00",3,TRUE,3075
"fpp","2011-06-05 07:57:00",5,TRUE,3076
"latticeDensity","2011-06-08 09:59:00",3,TRUE,3077
"crs","2011-06-09 14:34:00",25,TRUE,3078
"glogis","2011-06-12 20:09:00",3,TRUE,3079
"EstCRM","2011-06-15 17:49:00",5,TRUE,3080
"idr","2011-06-15 18:02:00",4,TRUE,3081
"itsmr","2011-06-15 18:02:00",5,TRUE,3082
"randomNames","2011-06-15 18:04:00",8,TRUE,3083
"sas7bdat","2011-06-15 18:04:00",5,TRUE,3084
"siatclust","2011-06-15 18:05:00",5,TRUE,3085
"txtplot","2011-06-15 18:13:00",3,TRUE,3086
"SBSA","2011-06-15 18:50:00",7,TRUE,3087
"EcoHydRology","2011-06-17 06:44:00",10,TRUE,3088
"LGS","2011-06-17 06:44:00",1,TRUE,3089
"ODB","2011-06-17 06:44:00",3,TRUE,3090
"odprism","2011-06-17 06:45:00",2,TRUE,3091
"ExomeCNV","2011-06-17 18:22:00",5,TRUE,3092
"PSCBS","2011-06-17 18:22:00",29,TRUE,3093
"oposSOM","2011-06-17 18:23:00",6,TRUE,3094
"TradeStrategyAnalyzer","2011-06-19 06:49:00",1,TRUE,3095
"pdist","2011-06-19 19:22:00",3,TRUE,3096
"probemapper","2011-06-19 19:38:00",1,TRUE,3097
"MergeGUI","2011-06-20 06:36:00",2,TRUE,3098
"MissingDataGUI","2011-06-20 06:37:00",9,TRUE,3099
"aqfig","2011-06-20 19:07:00",5,TRUE,3100
"M3","2011-06-20 19:18:00",3,TRUE,3101
"blme","2011-06-21 04:01:00",11,TRUE,3102
"logcondiscr","2011-06-21 04:36:00",7,TRUE,3103
"DATforDCEMRI","2011-06-21 14:46:00",5,TRUE,3104
"GUTS","2011-06-22 06:32:00",11,TRUE,3105
"googlebigquery","2011-06-22 16:32:00",1,TRUE,3106
"nloptr","2011-06-22 16:32:00",14,TRUE,3107
"devtools","2011-06-22 20:30:00",26,TRUE,3108
"RghcnV3","2011-06-23 05:26:00",13,TRUE,3109
"gsmoothr","2011-06-23 05:26:00",2,TRUE,3110
"iteRates","2011-06-24 16:58:00",4,TRUE,3111
"ndl","2011-06-25 05:55:00",7,TRUE,3112
"RcppEigen","2011-06-25 13:31:00",26,TRUE,3113
"LTPDvar","2011-06-27 07:00:00",3,TRUE,3114
"qtlmt","2011-06-27 07:00:00",5,TRUE,3115
"cg","2011-06-27 18:11:00",10,TRUE,3116
"arf3DS4","2011-06-28 15:36:00",4,TRUE,3117
"barcode","2011-06-28 15:36:00",2,TRUE,3118
"gpairs","2011-06-28 16:14:00",3,TRUE,3119
"MatrixEQTL","2011-06-29 09:41:00",12,TRUE,3120
"saemix","2011-06-30 17:04:00",4,TRUE,3121
"sampSurf","2011-06-30 17:04:00",10,TRUE,3122
"dbstats","2011-06-30 17:25:00",4,TRUE,3123
"Barnard","2011-07-02 14:18:00",9,TRUE,3124
"mirt","2011-07-02 17:11:00",46,TRUE,3125
"blm","2011-07-04 07:40:00",11,TRUE,3126
"Rknots","2011-07-04 10:22:00",7,TRUE,3127
"VisCov","2011-07-05 08:43:00",3,TRUE,3128
"informR","2011-07-05 08:44:00",5,TRUE,3129
"confReg","2011-07-05 13:11:00",1,TRUE,3130
"bios2mds","2011-07-06 06:06:00",5,TRUE,3131
"MultiPhen","2011-07-06 18:56:00",13,TRUE,3132
"orsk","2011-07-06 18:56:00",8,TRUE,3133
"rasterVis","2011-07-06 18:56:00",23,TRUE,3134
"rvmbinary","2011-07-06 18:56:00",3,TRUE,3135
"objectSignals","2011-07-07 08:08:00",3,TRUE,3136
"protoclust","2011-07-07 08:08:00",5,TRUE,3137
"Rjms","2011-07-07 08:24:00",5,TRUE,3138
"Rjmsjars","2011-07-07 08:24:00",1,TRUE,3139
"MFSAS","2011-07-21 14:01:00",1,TRUE,3140
"DiagTest3Grp","2011-07-22 21:48:00",4,TRUE,3141
"CLSOCP","2011-07-23 13:01:00",1,FALSE,3142
"OpenRepGrid","2011-07-23 13:03:00",5,TRUE,3143
"RVAideMemoire","2011-07-23 13:04:00",34,TRUE,3144
"RXKCD","2011-07-23 13:04:00",11,TRUE,3145
"SamplingStrata","2011-07-23 13:04:00",10,TRUE,3146
"auteur","2011-07-23 13:49:00",5,TRUE,3147
"glm2","2011-07-23 13:53:00",4,TRUE,3148
"kinship2","2011-07-23 13:55:00",9,TRUE,3149
"minimax","2011-07-23 13:57:00",1,FALSE,3150
"mvtsplot","2011-07-23 13:58:00",2,TRUE,3151
"playitbyr","2011-07-23 14:40:00",3,TRUE,3152
"prLogistic","2011-07-23 14:41:00",3,TRUE,3153
"productplots","2011-07-23 14:41:00",2,TRUE,3154
"rje","2011-07-23 14:42:00",9,TRUE,3155
"roxygen2","2011-07-23 14:42:00",16,TRUE,3156
"rsae","2011-07-23 14:42:00",4,TRUE,3157
"s4vd","2011-07-23 14:42:00",2,TRUE,3158
"support.CEs","2011-07-23 14:43:00",10,TRUE,3159
"wordcloud","2011-07-23 14:44:00",7,TRUE,3160
"xgrid","2011-07-23 14:44:00",5,TRUE,3161
"stratasphere","2011-07-23 15:14:00",1,TRUE,3162
"pxR","2011-07-23 15:55:00",8,TRUE,3163
"Tinflex","2011-07-23 16:15:00",3,TRUE,3164
"HAC","2011-07-23 17:16:00",25,TRUE,3165
"rtfbs","2011-07-23 18:15:00",7,TRUE,3166
"opencpu.encode","2011-07-24 18:37:00",6,TRUE,3167
"RcmdrPlugin.mosaic","2011-07-25 13:00:00",3,TRUE,3168
"ffbase","2011-07-25 13:00:00",18,TRUE,3169
"gbRd","2011-07-25 13:01:00",2,TRUE,3170
"osDesign","2011-07-25 20:18:00",4,TRUE,3171
"CatDyn","2011-07-25 20:28:00",5,TRUE,3172
"elec.strat","2011-07-25 20:43:00",2,TRUE,3173
"cda","2011-07-25 22:02:00",12,TRUE,3174
"abn","2011-07-26 10:14:00",10,TRUE,3175
"dielectric","2011-07-26 10:14:00",4,TRUE,3176
"MVR","2011-07-26 20:23:00",7,TRUE,3177
"crimCV","2011-07-26 20:53:00",2,TRUE,3178
"planar","2011-07-27 05:37:00",10,TRUE,3179
"BCBCSF","2011-07-27 07:10:00",5,TRUE,3180
"AUCRF","2011-07-27 09:05:00",2,TRUE,3181
"ebal","2011-07-27 09:21:00",6,TRUE,3182
"clpAPI","2011-07-28 13:03:00",11,TRUE,3183
"glpkAPI","2011-07-28 13:03:00",16,TRUE,3184
"uniPlot","2011-07-29 07:27:00",1,TRUE,3185
"SpatioTemporal","2011-07-29 14:31:00",5,TRUE,3186
"maxent","2011-07-30 06:33:00",8,TRUE,3187
"polytomous","2011-07-31 06:43:00",3,TRUE,3188
"FFD","2011-08-01 07:56:00",4,TRUE,3189
"SearchTrees","2011-08-01 14:37:00",6,TRUE,3190
"fdaMixed","2011-08-01 14:38:00",4,TRUE,3191
"sperich","2011-08-01 14:38:00",5,TRUE,3192
"CityPlot","2011-08-03 06:26:00",2,TRUE,3193
"SNPRelate","2011-08-03 06:26:00",20,TRUE,3194
"SQN","2011-08-03 06:26:00",3,TRUE,3195
"cghseg","2011-08-03 08:09:00",5,TRUE,3196
"SPIAssay","2011-08-04 11:28:00",2,TRUE,3197
"MAINT.Data","2011-08-04 16:30:00",8,TRUE,3198
"libamtrack","2011-08-05 09:32:00",9,TRUE,3199
"arrayhelpers","2011-08-05 16:52:00",7,TRUE,3200
"CHCN","2011-08-05 20:10:00",4,TRUE,3201
"detrendeR","2011-08-05 20:10:00",5,TRUE,3202
"LargeRegression","2011-08-06 07:43:00",1,TRUE,3203
"copBasic","2011-08-06 07:44:00",11,TRUE,3204
"reglogit","2011-08-07 08:08:00",7,TRUE,3205
"cplm","2011-08-08 05:41:00",14,TRUE,3206
"lmmfit","2011-08-08 15:46:00",1,TRUE,3207
"OpenCL","2011-08-08 18:02:00",4,TRUE,3208
"sideChannelAttack","2011-08-08 18:03:00",7,TRUE,3209
"rJavax","2011-08-08 18:38:00",3,TRUE,3210
"fairselect","2011-08-09 05:03:00",1,TRUE,3211
"binomTools","2011-08-09 11:36:00",1,FALSE,3212
"gcmr","2011-08-10 16:21:00",10,TRUE,3213
"gamboostLSS","2011-08-10 16:22:00",11,TRUE,3214
"fun","2011-08-12 05:10:00",1,FALSE,3215
"RMAWGEN","2011-08-12 14:30:00",14,TRUE,3216
"softclassval","2011-08-12 16:36:00",6,TRUE,3217
"gstudio","2011-08-12 19:54:00",10,TRUE,3218
"walkscoreAPI","2011-08-12 20:02:00",3,TRUE,3219
"features","2011-08-13 13:04:00",3,TRUE,3220
"objectProperties","2011-08-13 13:04:00",4,TRUE,3221
"lifecontingencies","2011-08-14 05:35:00",30,TRUE,3222
"metaLik","2011-08-15 09:07:00",8,TRUE,3223
"mleur","2011-08-15 09:07:00",6,TRUE,3224
"epade","2011-08-15 15:24:00",2,TRUE,3225
"bcool","2011-08-15 19:45:00",3,TRUE,3226
"RTextTools","2011-08-16 07:53:00",14,TRUE,3227
"dcens","2011-08-17 05:30:00",1,TRUE,3228
"viopoints","2011-08-17 05:30:00",2,TRUE,3229
"bamdit","2011-08-18 15:08:00",7,TRUE,3230
"paloma","2011-08-19 11:10:00",3,TRUE,3231
"KernSmoothIRT","2011-08-19 17:21:00",6,TRUE,3232
"phytools","2011-08-20 04:57:00",32,TRUE,3233
"last.call","2011-08-21 15:17:00",2,TRUE,3234
"forams","2011-08-22 19:47:00",8,TRUE,3235
"rasclass","2011-08-22 19:47:00",4,TRUE,3236
"NeMo","2011-08-23 20:02:00",2,TRUE,3237
"RobustAFT","2011-08-24 17:19:00",4,TRUE,3238
"robeth","2011-08-24 17:19:00",3,TRUE,3239
"ISOweek","2011-08-24 19:13:00",2,TRUE,3240
"cplexAPI","2011-08-24 19:14:00",11,TRUE,3241
"rfPermute","2011-08-24 19:20:00",17,TRUE,3242
"iRefR","2011-08-25 12:16:00",6,TRUE,3243
"rdatamarket","2011-08-26 18:04:00",6,TRUE,3244
"genridge","2011-08-26 21:19:00",6,TRUE,3245
"Rfun","2011-08-29 11:03:00",1,TRUE,3246
"McParre","2011-08-29 17:37:00",2,TRUE,3247
"mixexp","2011-08-30 05:37:00",10,TRUE,3248
"GhcnDaily","2011-08-31 04:11:00",6,TRUE,3249
"klausuR","2011-09-01 18:35:00",4,TRUE,3250
"Rwinsteps","2011-09-02 04:53:00",2,TRUE,3251
"granovaGG","2011-09-04 05:18:00",5,TRUE,3252
"jpeg","2011-09-04 06:39:00",6,TRUE,3253
"whisker","2011-09-05 19:37:00",2,TRUE,3254
"cacIRT","2011-09-05 20:18:00",5,TRUE,3255
"obliqueRF","2011-09-06 07:50:00",3,TRUE,3256
"hdlm","2011-09-06 18:36:00",6,TRUE,3257
"cit","2011-09-07 06:38:00",11,TRUE,3258
"growthrate","2011-09-07 06:38:00",4,TRUE,3259
"rtf","2011-09-07 06:39:00",7,TRUE,3260
"stremo","2011-09-07 06:39:00",2,TRUE,3261
"permute","2011-09-08 04:11:00",9,TRUE,3262
"metrumrg","2011-09-08 06:02:00",19,TRUE,3263
"Aelasticnet","2011-09-08 11:26:00",1,TRUE,3264
"JoSAE","2011-09-08 13:09:00",4,TRUE,3265
"LatticeKrig","2011-09-09 07:10:00",11,TRUE,3266
"NBDdirichlet","2011-09-10 06:17:00",2,TRUE,3267
"PP","2011-09-10 09:09:00",5,TRUE,3268
"rugarch","2011-09-10 15:04:00",23,TRUE,3269
"qPCR.CT","2011-09-11 06:19:00",2,TRUE,3270
"betfairly","2011-09-11 20:31:00",3,TRUE,3271
"Dodge","2011-09-12 16:13:00",5,TRUE,3272
"ezsim","2011-09-13 04:38:00",4,TRUE,3273
"emdist","2011-09-14 06:20:00",2,TRUE,3274
"mixcat","2011-09-14 06:21:00",4,TRUE,3275
"NanoStringNorm","2011-09-16 05:51:00",22,TRUE,3276
"ACNE","2011-09-16 17:43:00",5,TRUE,3277
"calmate","2011-09-16 17:43:00",8,TRUE,3278
"OUwie","2011-09-17 05:13:00",30,TRUE,3279
"MSeasyTkGUI","2011-09-19 11:46:00",4,TRUE,3280
"MSeasy","2011-09-19 13:46:00",4,TRUE,3281
"Metadata","2011-09-19 18:40:00",2,TRUE,3282
"RVowpalWabbit","2011-09-20 15:22:00",6,TRUE,3283
"intergraph","2011-09-20 15:22:00",5,TRUE,3284
"rrlda","2011-09-20 15:22:00",2,TRUE,3285
"FlexParamCurve","2011-09-21 13:17:00",9,TRUE,3286
"Maeswrap","2011-09-21 13:17:00",4,TRUE,3287
"crn","2011-09-21 13:18:00",2,TRUE,3288
"SeleMix","2011-09-21 19:22:00",4,TRUE,3289
"scales","2011-09-22 06:15:00",10,TRUE,3290
"BNPdensity","2011-09-23 11:45:00",5,TRUE,3291
"GMD","2011-09-23 11:45:00",5,TRUE,3292
"cardidates","2011-09-23 12:18:00",5,TRUE,3293
"PACE","2011-09-26 13:27:00",1,TRUE,3294
"SuperLearner","2011-09-27 10:35:00",7,TRUE,3295
"LDcorSV","2011-09-27 13:03:00",5,TRUE,3296
"betategarch","2011-09-28 07:02:00",9,TRUE,3297
"partykit","2011-09-29 09:27:00",19,TRUE,3298
"dcmle","2011-09-29 11:27:00",11,TRUE,3299
"detect","2011-09-29 11:28:00",8,TRUE,3300
"multitable","2011-09-29 15:19:00",7,TRUE,3301
"KRLS","2011-09-30 05:51:00",6,TRUE,3302
"dhglm","2011-09-30 05:51:00",3,TRUE,3303
"osmar","2011-09-30 08:15:00",9,TRUE,3304
"rzmq","2011-09-30 11:43:00",6,TRUE,3305
"evtree","2011-09-30 15:47:00",9,TRUE,3306
"Lahman","2011-09-30 19:47:00",8,TRUE,3307
"RMongo","2011-10-01 09:16:00",4,TRUE,3308
"conjoint","2011-10-02 07:31:00",4,TRUE,3309
"lgcp","2011-10-02 07:32:00",23,TRUE,3310
"survC1","2011-10-02 18:05:00",2,TRUE,3311
"rococo","2011-10-03 14:59:00",7,TRUE,3312
"cyphid","2011-10-04 07:25:00",2,TRUE,3313
"rsem","2011-10-04 07:25:00",8,TRUE,3314
"cccrm","2011-10-04 10:09:00",3,TRUE,3315
"psychotools","2011-10-05 11:07:00",9,TRUE,3316
"psychomix","2011-10-05 12:18:00",7,TRUE,3317
"alphashape3d","2011-10-05 14:41:00",10,TRUE,3318
"AWS.tools","2011-10-06 08:45:00",2,TRUE,3319
"PCICt","2011-10-06 08:45:00",5,TRUE,3320
"ROI","2011-10-06 08:46:00",4,TRUE,3321
"ROI.plugin.glpk","2011-10-06 08:46:00",3,TRUE,3322
"ROI.plugin.quadprog","2011-10-06 08:46:00",3,TRUE,3323
"ROI.plugin.symphony","2011-10-06 08:46:00",3,TRUE,3324
"capushe","2011-10-06 11:11:00",4,TRUE,3325
"MPCI","2011-10-06 12:52:00",8,TRUE,3326
"Rlof","2011-10-08 06:43:00",3,TRUE,3327
"allelematch","2011-10-08 06:43:00",5,TRUE,3328
"pcrcoal","2011-10-08 06:44:00",3,TRUE,3329
"FastRWeb","2011-10-08 16:17:00",4,TRUE,3330
"CONOR","2011-10-12 07:55:00",3,TRUE,3331
"flip","2011-10-12 12:15:00",12,TRUE,3332
"SportsAnalytics","2011-10-12 18:00:00",2,TRUE,3333
"PhaseType","2011-10-12 20:05:00",4,TRUE,3334
"climdex.pcic","2011-10-14 06:41:00",13,TRUE,3335
"PrecipStat","2011-10-14 13:22:00",2,TRUE,3336
"pks","2011-10-14 15:29:00",7,TRUE,3337
"IBDsim","2011-10-15 19:52:00",8,TRUE,3338
"qqplotter","2011-10-15 19:53:00",2,TRUE,3339
"iFad","2011-10-17 05:55:00",3,TRUE,3340
"FIAR","2011-10-17 18:41:00",3,TRUE,3341
"ascrda","2011-10-17 18:41:00",2,TRUE,3342
"SPEI","2011-10-18 05:59:00",6,TRUE,3343
"gridSVG","2011-10-18 06:00:00",11,TRUE,3344
"logconcens","2011-10-18 10:50:00",2,TRUE,3345
"PairTrading","2011-10-19 05:38:00",2,TRUE,3346
"LaF","2011-10-19 07:37:00",8,TRUE,3347
"CRM","2011-10-20 08:46:00",2,TRUE,3348
"NMOF","2011-10-20 20:25:00",12,TRUE,3349
"cvplogistic","2011-10-20 20:26:00",4,TRUE,3350
"etable","2011-10-23 10:09:00",5,TRUE,3351
"HiveR","2011-10-23 15:40:00",14,TRUE,3352
"pbkrtest","2011-10-23 15:40:00",22,TRUE,3353
"PAWL","2011-10-23 18:40:00",2,TRUE,3354
"h5r","2011-10-23 18:40:00",4,TRUE,3355
"doRNG","2011-10-24 14:49:00",13,TRUE,3356
"ISIPTA","2011-10-24 19:02:00",3,TRUE,3357
"treebase","2011-10-25 07:48:00",10,TRUE,3358
"Mangrove","2011-10-26 17:57:00",2,TRUE,3359
"emma","2011-10-26 17:59:00",1,FALSE,3360
"goric","2011-10-26 18:00:00",8,TRUE,3361
"plumbr","2011-10-26 18:00:00",4,TRUE,3362
"rfishbase","2011-10-26 18:00:00",10,TRUE,3363
"semdiag","2011-10-26 18:01:00",3,TRUE,3364
"smfsb","2011-10-26 18:01:00",2,TRUE,3365
"coefplot","2011-10-26 23:30:00",11,TRUE,3366
"GMMBoost","2011-10-27 05:42:00",6,TRUE,3367
"glmmLasso","2011-10-27 05:46:00",23,TRUE,3368
"useful","2011-10-27 05:47:00",11,TRUE,3369
"ANN","2011-10-27 06:53:00",4,TRUE,3370
"CDM","2011-10-27 19:52:00",32,TRUE,3371
"Rclusterpp","2011-10-27 19:52:00",7,TRUE,3372
"DirichletReg","2011-10-27 20:02:00",7,TRUE,3373
"Rcell","2011-10-28 07:08:00",8,TRUE,3374
"EL","2011-11-02 17:16:00",1,FALSE,3375
"FuncMap","2011-11-02 17:16:00",5,TRUE,3376
"RHive","2011-11-02 17:17:00",8,TRUE,3377
"bfa","2011-11-02 17:25:00",5,TRUE,3378
"dmRTools","2011-11-02 17:25:00",2,TRUE,3379
"kBestShortestPaths","2011-11-02 17:25:00",3,TRUE,3380
"rationalfun","2011-11-02 17:26:00",1,FALSE,3381
"sss","2011-11-02 17:26:00",4,TRUE,3382
"StochaTR","2011-11-02 18:05:00",2,TRUE,3383
"MigClim","2011-11-02 20:03:00",10,TRUE,3384
"RSKC","2011-11-03 06:50:00",8,TRUE,3385
"mail","2011-11-03 06:50:00",1,FALSE,3386
"qrfactor","2011-11-03 06:50:00",5,TRUE,3387
"rockchalk","2011-11-03 06:50:00",16,TRUE,3388
"dynpred","2011-11-03 11:48:00",2,TRUE,3389
"calibFit","2011-11-04 07:01:00",2,TRUE,3390
"HMP","2011-11-04 20:30:00",6,TRUE,3391
"NPsimex","2011-11-04 20:30:00",1,FALSE,3392
"lazyWeave","2011-11-04 20:30:00",7,TRUE,3393
"BaSTA","2011-11-05 10:47:00",14,TRUE,3394
"abcdeFBA","2011-11-05 10:48:00",4,TRUE,3395
"smcUtils","2011-11-05 10:48:00",3,TRUE,3396
"BinNor","2011-11-05 18:07:00",3,TRUE,3397
"rmongodb","2011-11-05 18:07:00",11,TRUE,3398
"spt","2011-11-05 18:07:00",7,TRUE,3399
"DWD","2011-11-06 08:39:00",2,TRUE,3400
"AutoSEARCH","2011-11-07 14:05:00",6,TRUE,3401
"HTSCluster","2011-11-07 14:05:00",7,TRUE,3402
"lorec","2011-11-07 15:03:00",2,TRUE,3403
"Rmosek","2011-11-08 05:36:00",10,TRUE,3404
"NSA","2011-11-09 07:26:00",4,TRUE,3405
"PerfMeas","2011-11-09 08:02:00",3,TRUE,3406
"flexsurv","2011-11-09 08:03:00",11,TRUE,3407
"recommenderlabBX","2011-11-10 12:59:00",2,TRUE,3408
"recommenderlabJester","2011-11-10 12:59:00",3,TRUE,3409
"topologyGSA","2011-11-10 13:37:00",13,TRUE,3410
"KoNLP","2011-11-11 11:19:00",17,TRUE,3411
"TextRegression","2011-11-11 20:10:00",2,TRUE,3412
"spider","2011-11-12 16:15:00",7,TRUE,3413
"nfda","2011-11-12 16:51:00",4,TRUE,3414
"mvProbit","2011-11-13 09:12:00",3,TRUE,3415
"StreamingLm","2011-11-14 06:41:00",1,TRUE,3416
"AtelieR","2011-11-14 09:58:00",3,TRUE,3417
"R2STATS","2011-11-14 09:58:00",8,TRUE,3418
"edcc","2011-11-14 11:04:00",5,TRUE,3419
"intRegGOF","2011-11-14 15:16:00",2,TRUE,3420
"multicool","2011-11-15 06:49:00",8,TRUE,3421
"MVPARTwrap","2011-11-16 12:16:00",5,TRUE,3422
"SynergizeR","2011-11-16 12:46:00",1,FALSE,3423
"gtx","2011-11-17 11:25:00",3,TRUE,3424
"liso","2011-11-17 11:26:00",1,FALSE,3425
"standGL","2011-11-17 11:26:00",2,TRUE,3426
"RRF","2011-11-18 03:56:00",7,TRUE,3427
"caribou","2011-11-18 06:41:00",3,TRUE,3428
"swst","2011-11-18 07:11:00",2,TRUE,3429
"rrBlupMethod6","2011-11-18 14:27:00",3,TRUE,3430
"HMPTrees","2011-11-19 06:46:00",4,TRUE,3431
